Name,Address,LAT,LON,CEO,Year,Mission,Additional_information,Handicapped,Active_users,Collections,Wi-Fi
Talsu novada Valdemārpils  bibliotēka ,"Raiņa iela 14A, Valdemārpils, Talsu nov., LV-3260",57.37458,22.58976,Biruta Jākobsone,1928,"Bibliotēkas misija  - izglītotas , informētas un kulturālas sabiedrības veidošana, padarot savus un globālos informācijas resursus pieejamus un noderīgus vietējai sabiedrībai, rosinot interesi bērnos un jauniešos par grāmatu, kā arī saglabāt vietējās nozīmes kultūras mantojuma krājumu nākamajām paaudzēm. ;",Bērnu literatūras nodaļa no 09:00 - 17:00 ,Jā,742,12399,Jā
Talsu novada Valdgales  bibliotēka,"Kamenītes, Pūņas, Valdgales pag., Talsu nov., LV-3253",57.34545,22.49308,Guna Smilgaine,1946,"Bibliotēkas misija ir būt par informācijas, izglītības, kultūras, sabiedriskās saskarsmes un mūžizglītības iestādi  pagasta iedzīvotājiem. Lai visas lietotāju grupas  pēc iespējas vairāk apmeklētu bibliotēku un iegūtās zināšanas nestu garīgu, intelektuālu, ekonomisku un sociālu labumu.",pusdienas pārtraukums 12.00 -13.00,Jā,191,8534,Jā
Talsu novada Vandzenes  bibliotēka,"Tautas nams, Vandzene, Vandzenes pag., Talsu nov., LV-3281",57.30975,22.77429,Biruta Kore,1924, Bibliotēkas misija - būt par informācijas un komunikācijas centru visiem  iedzīvotājiem. Tā piedāvā brīvu un vienlīdzīgu iespēju piekļūt vispusīgai informācijai. Bibliotēkas sniegtie pakalpojumi ir vienādi pieejami visiem iedzīvotājiem,,Jā,357,9247,Jā
Talsu novada Virbu  bibliotēka,"Kalna iela 9, Jaunpagasts, Virbu pag., Talsu nov., LV-3292",57.12777,22.64345,Māra Krūzmane,1923,"Bibliotēka ir likumā noteiktā kārtībā reģistrēta pašvaldības kultūras, izglītības un informācijas iestāde, un tās darbības mērķis ir iedzīvoāju bibliotekārā, bibliogrāfiskā un informatīvā apkalpošana. Bibliotēkai ir kultūras, izglītības, sociālās, informācijas un izklaides funkcijas. Virbu bibliotēka atrodas pagasta centrā, vienā ēkā ar ar pagasta kultūras namu.","Katra mēneša pirmā trešdiena - metodiskā diena.;Sestdienās, svētdienās un svētku dienās - bibliotēka slēgta.",,217,8740,Jā
Talsu pamatskolas bibliotēka,"Gaismas iela 1, Talsi, Talsu nov., LV-3201",57.25251,22.5838,Inguna Fricberga ,1919,,,,274,11191,Jā
Talsu sākumskolas bibliotēka,"Brīvības iela 29, Talsi, Talsu nov., LV-3201",57.24517,22.60433,,,"Talsu sākumskolas bibliotēkas darbība pamatojas uz Talsu sākumskolas nolikumu un normatīvajiem dokumentiem. Bibliotēka nodrošina izglītojamos un pedagogus ar mācību grāmatām, mācību līdzekļiem un metodiskajiem materiāliem. Bibliotēka komplektē, uzskaita un uzglabā iespieddarbus. Bibliotēka sniedz informāciju un atbalstu pedagogiem un izglītojamiem. Talsu sākumskolas bibliotēka piedalās Bērnu žūrijas lasīšanas veicināšanas pasākumos.",,,342,8199,
Talsu Valsts ģimnāzijas bibliotēka,"Brīvības iela 29, Talsi, Talsu nov., LV-3201",57.24018,22.59155,Līksma Sokolova,1940,"Talsu Valsts ģimnāzijas bibliotēka ir Talsu Valsts ģimnāzijas struktūrvienība, informācijas centrs, kas nodrošina iespieddarbu uzkrāšanu, sistematizēšanu un glabāšanu; grāmatu krājuma un informācijas pieejamību un izmantošanu bibliotēkas apmeklētājiem. Bibliotēka nodrošina izglītojamos un pedagogus ar mācību grāmatām un mācību līdzekļiem mācību procesā, kā arī zinātniski pētnieciskajā darbībā. Bibliotēka organizē savu darbu, pamatojoties uz Latvijas republikas likumdošanu, Talsu Valsts ģimnāzijas nolikumu un citiem izglītības un skolas darbību reglamentējošajiem dokumentiem.",,,332,22802,
Tārgales bibliotēka,"Dzintarkalni, Tārgale, Tārgales pag., Ventspils nov., LV-3621",57.33232,21.64096,Ingrīda Kiseļus,,Vietējās nozīmes bibliotēka,Mēneša pēdējā ceturtdienā - slēgts,Jā,310,11127,Jā
Tārgales pamatskolas bibliotēka,"Tārgales skola, Tārgale, Tārgales pag., Ventspils nov., LV-3621",57.33071,21.64434,Zaiga Vītola,,,,,194,14968,
Taurupes pagasta bibliotēka,"Bērzu iela 6, Taurupe, Taurupes pag., Ogres nov., LV-5064",56.88405,25.34118,Sarmīte Stafecka,1935,"Vietējās nozīmes bibliotēkas publisko pakalpojumu sniegšana, tajā skaitā, grāmatu un periodikas reģistrēšana, uzskaite un izsniegšana; informācijas tehnoloģiju izmantošana un pakalpojumu sniegšana; novadpētniecības darbs; izstāžu un pasākumu organizēšana. ",Pusdienu pārtraukums 12:00 - 13:00  ,Jā,259,6988,Jā
Taurupes pamatskolas bibliotēka ,"Taurupes vidusskola, Taurupe, Taurupes pag., Ogres nov., LV-5064",56.88555,25.34942,Ineta Frēliha,1938,,,,60,6551,
Taurupes pamatskolas Mazozolu filiāles bibliotēka  ,"Skolas iela 3, Līčupe, Mazozolu pag., Ogres nov., LV-5065",56.89446,25.42334,Vija Jēkabsone/Vera Hermane,1945,,,,38,2090,
Taurupes pamatskolas Meņģeles filiāles bibliotēka,"Meņģeles pamatskola, Meņģele, Meņģeles pag., Ogres nov., LV-5047",56.80542,25.42365,I.Andriksone,1870,,,,28,1404,Jā
Tērvetes novada Augstkalnes pagasta bibliotēka,"Zvaniņi, Augstkalne, Augstkalnes pag., Tērvetes nov., LV-3709",56.4093,23.33639,Dzintra Punka,1918,Nodrošināt Tērvetes novada Augstkalnes pagasta iedzīvotājiem piekļuvi visa veida informācijai un bibliotēkas krājumā esošajiem iespieddarbiem.,Katra mēneša pēdējā trešdienā bibliotēka slēgta - metodiskā diena.,Jā,329,6044,Jā
Tērvetes novada Bukaišu pagasta bibliotēka,"Rotas, Bukaiši, Bukaišu pag., Tērvetes nov., LV-3714",56.40011,23.25313,Maija Strazda,1946," Bibliotēka ir vietējais kultūras un sabiedriskās informācijas punkts.Bibliotēkas darbība ir vērsta uz to lai pagasta iedzīvotājus un tos cilvēkus, kuri apmeklē mūsu pagastu un apkārtni, nodrošinātu ar bibliotekārajiem pakalpojumiem un kvalitatīvas informācijas pieejamību( internetu) .  ;Bibliotēka, sadarrbojoties ar Tautas namu,  iedzīvotājiem piedāvā dažādus  kultūras pasākumus un izklaides iespējas. Bibliotēka strādāja  un arī turpmāk attīstīsies vairākos virzienos – lietotāju apmācības un izglītošana, informācijas resursu izmantošanā, krājuma veidošana, pakalpojumu pilnveide un uzlabošana, novadpētnieciskais darbs,  kultūras pasākumi un izstādes. ;",,Jā,224,6303,Jā
Tērvetes novada Tērvetes pagasta bibliotēka,"Zelmeņi, Zelmeņi, Tērvetes pag., Tērvetes nov., LV-3730",56.4485,23.35982,Vēsma Upīte,1909,"Tērvetes bibliotēkas darbība - būt par sabiedrības informācijas, izglītības, kultūras, saskarsmes un novadpētniecības centru, nodrošinot visiem bibliotēkas lietotājiem brīvu un neierobežotu literatūras un informācijas pieejamību.", Katra mēneša pēdējā trešdienā bibliotēka slēgta - metodiskā diena,,300,6081,Jā
Tērvetes novada Tērvetes pagasta Bites bibliotēka,"Ābeles-1, Kroņauce, Tērvetes pag., Tērvetes nov., LV-3730",56.51276,23.3423,Emircijana Nikolajeva,1949,"Bibliotēka ir pašvaldības kultūras centrs, kas nodrošina bibliotekāros pakalpojumus un informācijas pieejamību ikvienam novada iedzīvotājam. Bibliotēka ir vietējās sadarbības informācijas aprites vieta.;",Katra mēneša pēdējā trešdienā bibliotēka slēgta - spodrības diena.;,Jā,226,7582,Jā
Teteles pamatskolas bibliotēka ,"Skolas iela 10, Tetele, Cenu pag., Ozolnieku nov., LV-3043",56.6375,23.8398,Jeļena Žoide,1919,"Bibliotēka komplektē un veido vispusīgu bibliotēkas krājumu, kas atbilst darba bibliotekārā standartu prasībām un lietotāju pieprasījumam. Skolā regulāri notiek jaunākās literatūras prezentācijas un izstādes.Notiek lasīšanas veicināšanas pasākumu organizēšana. 2011. gadā janvāra beigās sākās darbība ar bibliotēkas fonda ''ALISE''ieviešanu.Šo brīdī turpinās rekataloģizācija,  komplektēšana un cirkulācija. Rekataloģizācija ir pabeigta.",,,212,8328,
Tikaiņu bibliotēka,"Tikaiņu veikals, Rugāju pag., Rugāju nov., LV-4570",56.93804,27.1825,Inese Kočāne,1969,"Informācijas un uzziņu sniegšana, iedzīvotāju tālākizglītības veicināšana, saturīgas brīvā laika pavadīšanas nodrošināšana.",Katra mēneša pēdēja ceturtdiena - Spodrības diena - bibliotēka slēgta.,,78,2830,Jā
Tilžas internātpamatskolas bibliotēka,"Pārupes iela 4, Tilža, Tilžas pag., Balvu nov., LV-4572",56.89848,27.36333,Rita Ločmele,1960,"Izglītības iestāde, kura īsteno pirmsskolas izglītības programmu, vispārējās pamatizglītības programmu, speciālās pamatizglītības programma izglītojamajiem ar mācīšanās traucējumiem, speciālās pamatizglītības programma izglītojamajiem ar garīgās attīstības traucējumiem, speciālās pamatizglītības programma izglītojamajiem ar smagiem garīgās attīstības traucējumiem vai vairākiem smagiem attīstības traucējumiem. ",,,100,12792,
Tilžas pagasta bibliotēka,"Brīvības iela 3A, Tilža, Tilžas pag., Balvu nov., LV-4572",56.89896,27.37057,Ilze Pugača,,"Bibliotēkas pamatmērķis ir daudzveidīgs resursu un pakalpojumu piedāvājums, lai nodrošinātu apmeklētāju izglītības un informācijas vajadzības, ieskaitot arī brīvā laika pavadīšanas iespējas. Bibliotēka nodrošina informācijas brīvu pieejamību ikvienam apmeklētājam. Bibliotēkā regulāri var skatīt dažādas literatūras un tematiskās izstādes, kā arī notiek dažādi literatūru popularizējoši pasākumi, radošās darbnīcas. Jaunāko informāciju var izlasīt bibliotēkas internetvietnēs.",Pusdienas pārtraukums no 12:30 - 13:00,Jā,333,8255,Jā
Tilžas vidusskolas bibliotēka,"Raiņa iela 15, Tilža, Tilžas pag., Balvu nov., LV-4572",56.90127,27.36433,Ilga  Medne,1989,,,,138,5716,
Tīnūžu sākumskolas bibliotēka ,"Kalnliepas, Tīnūži, Tīnūžu pag., Ikšķiles nov., LV-5015",56.86701,24.56606,Anita Migleniece,,,,,,7491,Jā
Tirzas bibliotēka,"Biedrības nams, Tirza, Tirzas pag., Gulbenes nov., LV-4424",57.14004,26.41318,Agrita Petrovska,,"Galvenā darbība vērsta uz iedzīvotāju apkalpošanu, tai skaitā iespieddarbu izsniegšanu uz mājām, iespieddarbu izmantošana bibliotēkā, konsultāciju un uzziņu sniegšanu, interneta pakalpojumi, e-pasta pakalpojumi, iedzīvotāju individuāla apmācība kā darboties i-bankā, izmantojot elektroniskās apmaksas iespējas, dažādu kvīšu, pārskatu izdrukas no interneta, informācijas iegūšana internetā.;2014.gadā projekta ""Tirzas pagasta bibliotēkas telpu renovācija un jaunu grāmatu plauktu iegāde"" ietvaros bibliotēka ieguvusi gaišas, plašas telpas, bērnu stūrīti ar zemākiem plauktiem, jaunus grāmatu plauktus, TV ar DVD - Blu-rai 3D atskaņotāju. 2017.gada pārskata periodā iegādāts atpūtas stūris un xbox spēle, planšete.",Katra mēneša 1. un 3.piektdiena bibliotēka apmeklētājiem slēgta - metodiskā diena,Jā,294,5675,Jā
Tirzas pamatskolas bibliotēka,"Tirzas pamatskola, Tirza, Tirzas pag., Gulbenes nov., LV-4424",57.14437,26.39479,Iveta Ziepniece,,,,,110,7104,Jā
Tiskādu speciālās internātpamatskolas  bibliotēka,"Ezera iela 23, Vecružina, Silmalas pag., Rēzeknes nov., LV-4636",56.4425,27.08388,Inga Feldmane,1958,"Skolas bibliotēka savā darbā pievērš uzmanību, lai atbalstītu izglītības procesa organizēšanu un skolas mācību programmu realizēšanu un programmu īstenošanu saskaņā ar mācību standartiem un prasībām, un atbilstoši izglītības iestādes statusam; skolēnu sociālo iemaņu veidošanos, skolēnu lasīšanas prasmes uzlabošanu, radošas darbības un loģiskas domāšanas attīstīšanu un informācijprasmju apgūšanu; skolotāju informācijas tehnoloģiju izmantošanu pedagoģiskajā darbībā.  ",,,94,10515,Jā
Tiskādu vidusskolas bibliotēka,"Parka iela 4, Vecružina, Silmalas pag., Rēzeknes nov., LV-4636",56.44037,27.08585,Ļuda Ščemeļova,1975, Bibliotēkas darbība saistīta ar izglītības procesa organizāciju atbilstoši mācību standartiem un skolas programmas īstenošanu; ,,Jā,210,27056,Jā
Tiskādu vidusskolas struktūrvienības Kruķu sākumskolas bibliotēka ,"Miera iela 9, Kruki, Silmalas pag., Rēzeknes nov., LV-4636",56.40918,27.00058,Rita Koroļkova,1968,"Bibliotēkas galvenais darbības mērķis ir nodrošināt mācību procesu ar izglītības valsts standartiem un mācību saturam atbilstošu literatūru. Efektīvi izmantot esošos līdzekļus mācību procesā, būt par sadarbības centru, lai uzlabotu skolēnu zināšanu kvalitāti un kultūras iespējas, kā arī  ar jaunākās literatūras, informācijas palīdzību sekmēt pedagogu profesionālās meistarības pilnveidi",,,49,8491,Jā
Transporta un sakaru institūta bibliotēka,"Lomonosova iela 1 k-4, Rīga, LV-1019",56.9384,24.15688,Ilona Kauce,1999,,"Svētdiena, pirmdiena - slēgts",,1013,40442,Jā
Trapenes bibliotēka,"Bormaņi, Trapene, Trapenes pag., Apes nov., LV-4348",57.44941,26.59485,Dzidra Zariņa,1947,"Bibliotēkas atvērtība un draudzīgā vide nodrošina demokrātisku piekļuvi informācijai gan elektroniskā, gan drukātā formātā un tās misija ir padarīt savus un globālos informācijas resursus pieejamus un noderīgus Trapenes iedzīvotājiem un visiem bibliotēkas apmeklētājiem, rosinot interesi bērnos un jauniešos par grāmatu, kā arī saglabāt vietējās nozīmes kultūras mantojuma krājumu nākamajām paaudzēm. ",Pārtraukums 12:00 līdz 13:00,Jā,355,6560,Jā
Trapenes sākumskolas bibliotēka,"Skola, Trapene, Trapenes pag., Apes nov., LV-4348",57.4486,26.59222,Una Reķe,,,,,,14203,
Trikātas pamatskolas bibliotēka,"Gaismaskalns, Trikāta, Trikātas pag., Beverīnas nov., LV-4731",57.53887,25.71542,Lida Sīpola,1938,,,,102,10734,Jā
Tukuma 2. pamatskolas bibliotēka ,"J. Raiņa iela 3A, Tukums, Tukuma nov., LV-3101",56.96815,23.14722,,2003,"Izglītības procesa nodrošināšana ar mācību līdzekļiem Tukuma 2. pamatskolā; bibliotēkas fonda veidošana, sakārtošana, uzturēšana; elektroniskā kataloga veidošana; bibliotēkas stundu vadīšana.",,,542,14793,Jā
Tukuma 2. vidusskolas bibliotēka,"Raudas iela 16, Tukums, Tukuma nov., LV-3101",56.97137,23.15726,Anita Locāne,1969,,,,809,28490,
Tukuma 3. pamatskolas bibliotēka,"Lielā iela 18, Tukums, Tukuma nov., LV-3101",56.96436,23.14895,Zoja Tarasenko,1953,"Bibliotēka nodrošina apmeklētājiem pieejamību informācijai un resursiem, attīsta skolēnos prasmi risināt jebkuru ar informācijas ieguvi saistītu problēmu, veido lasītprieka raušanos bērnos, sniedz atbalstu izglītības procesam savā skolā, attīsta skolēnos lasītprasmi utt.",,,230,7256,Jā
Tukuma bibliotēka,"Šēseles iela 3, Tukums, Tukuma nov., LV-3101",56.96754,23.15141,Irēna Morīte,1925,"Tukuma bibliotēka ir pašvaldības kultūras, izglītības un informācijas iestāde, kas veic iespieddarbu, elektronisko izdevumu, rokrakstu un citu dokumentu uzkrāšanu, kataloģizēšanu un saglabāšanu, kā arī nodrošina informācijas pieejamību un izmantošanu iedzīvotājiem.;Bibliotēka tika akreditēta kā Tukuma reģiona galvenā bibliotēka 2011. gada 12. jūlijā.;No 2015. gada 1.janvāra Tukuma bibliotēkas finanšu plānošana un grāmatvedības uzskaite  tika nodota Tukuma novada Domei, lietvedības dokumentu noformēšanā  lietojot Tukuma novada Domes nodokļu maksātāja reģistrācijas numuru. ;","Mēneša pēdējā trešdiena - spodrības diena.;Jūnijā, jūlijā un augustā sestdienās slēgts.",Jā,3573,68503,Jā
Tukuma E. Birznieka-Upīša 1. pamatskolas bibliotēka,"Lielā iela 9, Tukums, Tukuma nov., LV-3101",56.96424,23.15154,Kristīne Zolte,1806,Skolas bibliotēkas galvenie darbības mērķi ir:;• Līdzdalība skolas licencēto un akreditēto izglītības programmu īstenošanā atbilstoši valsts izglītības standartiem un mācību priekšmetu programmām.;• Darba organizācija atbilstoši valstī noteiktajām bibliotēku nozares standartu prasībām.;• Iekļaušanās kopējā bibliotēku informācijas sistēmā.;,,,300,10983,Jā
Tukuma internātpamatskolas bibliotēka,"Raudas iela 6, Tukums, Tukuma nov., LV-3101",56.96854,23.15588,Silvija Rubļevska,,,,,165,2415,
Tukuma Raiņa ģimnāzijas bibliotēka,"J. Raiņa iela 3, Tukums, Tukuma nov., LV-3101",56.96822,23.14809,Una Gaile,1929,"Skolēnu, skolotāju un citu bibliotēkas lietotāju apkalpošana.",,,365,37280,
Tukuma vakara un neklātienes vidusskolas bibliotēka,"Zemītes iela 5, Tukums, Tukuma nov., LV-3104",56.95409,23.1212,,,,,,426,11108,
Tumes pagasta bibliotēka,"Pasta iela 1A, Tume, Tumes pag., Tukuma nov., LV-3139",56.93743,23.08697,Vineta Puriņa,1968,,Bibliotēka atvērta bez pusdienas pārtraukuma.,,356,14518,Jā
Tumes vidusskolas bibliotēka,"Skolas iela 1C, Tume, Tumes pag., Tukuma nov., LV-3139",56.93613,23.08596,Inguna Jansone,,,,,250,8863,Jā
Turlavas pagasta bibliotēka,"Gundegas 1, Turlava, Turlavas pag., Kuldīgas nov., LV-3329",56.83274,21.77667,Sandra Brantevica,1946,"Turlavas bibliotēka ir vietējās nozīmes bibliotēka. Ikvienam pagasta iedzīvotājam nodrošina bibliotekāros pakalpojumus, informācijas pieejamību, literatūras popularizēšanu, novadpētniecības materiālu vākšanu. Ir krājuma automatizēta izsniegšana. Izstāžu un pasākumu organizēšana. Sadarbība ar pamatskolu, PII “Lāčuks”, radošiem cilvēkiem. Rūpes par Dižkoku Ciemgaļu mežābele.",Norādītajās dienās bibliotēka atvērta lietotājiem.;;Ceturtdiena-metodiskā diena.;;;,Jā,312,4618,Jā
Turlavas pagasta Ķikuru bibliotēka,"Avotu iela 1, Ķikuri, Turlavas pag., Kuldīgas nov., LV-3329",56.7976,21.66938,Inese Rubīne,1945,"Ķikuru bibliotēkas galvenais uzdevums ir nodrošināt visiem bibliotēkas lietotājiem brīvu, neierobežotu literatūras un informācijas saņemšanu, sniedzot pieejamus bibliotekāros, bibliogrāfiskos un informācijas pakalpojumus.;Ķikuru bibliotēkas misija ir būt atvērtai draudzīgai ikvienam apmeklētājam, nodrošinot draudzīgu un atvērtu vidi un būt par informācijas,informācijas,mūžizglītības,sociālās saskarsmes un atpūtas centru.;",Sestdienās un svētdienās bibliotēka slēgta,Jā,275,3093,Jā
Turlavas pamatskolas bibliotēka,"Skola, Turlava, Turlavas pag., Kuldīgas nov., LV-3329",56.83454,21.77055,Ilze Sedliņa,,"Turlavas pamatskolas bibliotēka ir atbalsta iestāde informācijpratības, lasīšanas veicināšanas un personības izaugsmes jomā Turlavas pamatskolas audzēkņiem un pedagogiem.",,,134,4766,
